Brand,Product,Deal Price,Promotion Effectivity,Aisle,Grocery Store
"
                        Oreo
                    ",Vanilla Frozen Dessert,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Cavendish Farms
                    ",Classic Straight Cut Fries,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ","Cherry Flavoured Ice Cream, Real Dairy",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Coaticook
                    ",Double Chocolate Flavoured Old-Fashioned Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Coaticook
                    ",Chocolate Flavoured Old-Fashioned Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Coaticook
                    ",Strawberry Flavoured Old-Fashioned Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Coaticook
                    ",Pistachio Flavoured Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Real Dairy
                    ",Chocolate Flavoured Ice Cream,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Irresistibles
                    ",Frozen Coconut Cream Pie,$12.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Chapman's
                    ","Fruity Ice Pops, Li'l Lolly",$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Double Chocolate Peanut Covered Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Cookies and Cream Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ","Rolo® Frozen Dessert, Rolo",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Dr. Oetker
                    ","Frozen Classic Canadian Thin Crust Pizza, Casa Di Mama",$3.47 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Real Dairy
                    ",Maple and Walnut Flavoured Ice Cream,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Dr. Oetker
                    ","Frozen Bacon Thin Crust Pizza, Casa Di Mama",$3.47 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Oreo
                    ",Ice Cream Sandwiches,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Chocolate Dipped Vanilla Flavoured Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Chapman's
                    ","Triple Treat Ice Pops, Li'l Lolly",$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Coaticook
                    ",Neapolitan Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Coaticook
                    ",Fudge Flavoured Ripple Old-Fashioned Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Cavendish Farms
                    ",Frozen Crispy Spicy Cracked Pepper Straight Cut Frie...,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Cavendish Farms
                    ","Frozen Sweet Potato Straight Cut Fries, FlavourCrisp",Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Coaticook
                    ",Black Cherry Flavoured Old-Fashioned Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Sweet 'N' Salty Caramel Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Selection
                    ",Original Homestyle Waffles,2 /$4.00,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Coaticook
                    ",Chocolate Flakes Old-Fashioned Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Strawberry Cheesecake Flavoured Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Vanilla with Chocolatey Swirls Mini Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ","Vanilla and Caramel Flavoured Mini Dessert Cones, Minis",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Chocolate Peanut Butter Flavoured Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Real Dairy
                    ",Reduced Fat Light French Vanilla Flavoured Ice Cream,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Sea Delight
                    ",Frozen Boneless Tuna Steaks,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ","Lifesavers® Five Flavour Ice Pops, Life Savers",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ","Kit Kat® Frozen Dessert, Kit Kat",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ","Turtles® Frozen Dessert, Turtles",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Chips Ahoy!
                    ",Chocolate Chip Cookie Ice Cream Sandwiches,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ","Smarties® Frozen Dessert, Smarties",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Cuisine Adventures
                    ",French Onion Soup,$8.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Chocolate Fudge Brownie Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Cavendish Farms
                    ","All-Seasoned Kettle-Style Wedges, Restaurant Style",Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Cavendish Farms
                    ","Frozen Homestyle Straight Cut Potatoes, Simply Homes...",Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        McCain
                    ",Frozen Classic Pepperoni Pizza Pockets®,$7.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Oreo
                    ",Chocolate Frozen Dessert,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Selection
                    ",Frozen Meat Pie,$6.00 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Selection
                    ",Frozen Chicken Pot Pie,$6.00 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ",Lifesavers® Sweet Meets Sour Ice Pops,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Coaticook
                    ",Orange Flavoured Old-Fashioned Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Selection
                    ",Blueberry Waffles,2 /$4.00,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Selection
                    ",Chocolate Chip Waffles,2 /$4.00,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Pogo
                    ",Frozen Cooked Mini Weiners On A Stick,$19.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        McCain
                    ",Frozen Meat Lovers Pizza Pockets®,$7.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Del Monte
                    ",Strawberry Frozen Fruit Bars,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ","Frozen Dessert, Caramilk",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Irresistibles
                    ",Frozen Salted Caramel Belgian Waffles,$3.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        McCain
                    ","Chocolate Brownie Flavoured Cake Cup, Deep'n Delicious",$5.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        McCain
                    ","Cookie Crumb Cake Bowl, Deep'n Delicious",$5.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        La Cage
                    ",Salmon Tartare with Sauce,$12.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        McCain
                    ",Frozen Egg and Cheese Breakfast Pockets,$7.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        McCain
                    ",Frozen Egg and Bacon Breakfast Pockets,$7.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Cavendish Farms
                    ","Hash Brown Waffles, All-Day Breakfast",Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Selection
                    ",Frozen Vegetable Fries,$4.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Irresistibles
                    ",Frozen Chocolate Caramel Pecan Cream Pie,$12.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Irresistibles
                    ",New York Style Lemon Cheesecake,$15.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Irresistibles
                    ",New York Style Mango Cheesecake,$15.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Dr. Oetker
                    ","Frozen Four Cheese Thin Crust Pizza, Casa Di Mama",$3.47 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Plant-Based Vanilla and Chocolate Swirl Frozen Desse...,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Caramel Flavoured Plant-Based Frozen Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Cavendish Farms
                    ","Waffle Fries, Restaurant Style",Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Selection
                    ",Frozen Wheat Waffles,2 /$4.00,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Irresistibles
                    ",Frozen Shrimp Dim Sum Dumplings,$10.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Disney
                    ","Vanilla Flavoured Ice Cream Bars, Mickey Mouse",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ","Pineapple and Coconut Flavoured Creamy Iced Bars, De...",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Toffee Graham Crunch Flavoured Frozen Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Coffee Crisp Frozen Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Chapman's
                    ",Cherry Chocolate Truffle Flavoured Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Chapman's
                    ",Vanilla Trilogy Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Chapman's
                    ",Cold Brew Coffee Ice Cream,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ","Double Chocolate Flavoured Mini Dessert Cones, Minis",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Vanilla and Caramel Frozen Mini Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ","Frozen Dessert Bars, Coffee Crisp",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Chocolate Dipped Vanilla Flavoured Mini Dessert Cone...,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Del Monte
                    ",Mango and Peach Frozen Fruit Bars,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Del Monte
                    ",Mixed Berry and Peach Flavoured Ice Pops,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Del Monte
                    ",Chocolate Dipped Banana Frozen Bars,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Drumstick
                    ",Kit Kat Flavoured Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Irresistibles
                    ",Atlantic Salmon Poke,$22.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Irresistibles
                    ",Yellowfin Tuna Poke,$22.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Anchor's Bay
                    ",Frozen Seafood Medley,$4.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        St-Hubert
                    ",Frozen Chicken Pot Pies,$7.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        McCain
                    ",Frozen Three Cheese Classic Pizza Pockets®,$7.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        McCain
                    ",Deluxe Pizza Pockets™,$7.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Dr. Oetker
                    ","Frozen Kale, Ricotta and Bacon Thin Crust Pizza, Ris...",$1.74 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Irresistibles
                    ",Frozen Vanilla Belgian Waffles,$3.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Irresistibles
                    ",Frozen Maple Belgian Waffles,$3.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ",Rolo® Flavoured Dessert Cones,$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Nestlé
                    ","Frozen Kit Kat® Sticks, Kit Kat",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        McCain
                    ","Frozen Cookies and Cream Cake, Deep'n Delicious",$5.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        McCain
                    ","Frozen Coconut and Vanilla Cake, Deep'n Delicious",$5.99 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Dr. Oetker
                    ","Frozen Cheese and Garlic Pizza Fingers, Giuseppe",$3.47 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
                        Cadbury
                    ","Frozen Caramilk Sticks, Caramilk",$5.49 ea.,"
Valid until Dec 6, 2023
",Frozen,Metro
"
",English Cucumber,2 /$4.00,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Raspberries,$3.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
                        Green
                    ",Seedless Green Grapes,$0.88 g,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
                        Red
                    ",Red Seedless Grapes,$0.88 g,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Blackberries,2 /$7.00,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Hothouse Red Tomato,$0.66 avg.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Local Mini Cucumbers,$3.49 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
                        Bolthouse Farms
                    ",Baby-Cut Carrots,$1.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Broccoli,$3.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Green Onions,$1.69 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Yellow Onions,$1.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Celery,$3.49 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Bag of Avocados,$2.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Green Cabbage,$2.22 avg.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Local Nantes Carrots,$3.49 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Blueberries,$2.33 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Organic Broccoli,$4.49 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Black Seedless Grapes,$0.88 g,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Bag of Small Red Apple,$2.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Wrapped Broccoli Crown,2 /$5.00,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Mango,2 /$5.00,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Organic English Cucumber,2 /$4.00,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Asparagus,$4.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Organic Beefsteak Tomatoe,$2.20 avg.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Pomegranate,$2.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Organic Green Cabbage,$3.27 avg.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
","Bag of Mcintosh Apples, McIntosh",$3.52 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Green Pepper,$1.81 avg.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
                        Aquaverti
                    ",Green Leaf Lettuce,$4.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Lettuce Mix,$4.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
                        Aquaverti
                    ",Montreal Mix Lettuce,$4.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Organic Green Pepper,$2.11 avg.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Nantes Carrots,$3.49 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
                        Life Smart
                    ","Firm Plain Tofu, Naturalia",$2.49 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
                        Life Smart
                    ","Fine Herbs Firm Tofu, Naturalia",$2.49 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
                        Life Smart
                    ","Firm Plain Tofu, Organic",$2.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
                        Life Smart
                    ","Extra Firm Plain Tofu, Naturalia",$2.49 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
","4.5"" Red Poinsettia",$5.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
                        Ferme Pigeon
                    ",Organic Green Beans,$5.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Local Russet Potatoes,$5.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Small Italian Tomatoes,$6.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Assorted Hot House Sweet Bell Peppers,$5.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Yellow Onions,$1.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Broccoli Crown,2 /$5.00,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Coloured Nantes carrots,$3.49 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Yellow Fleshed Potatoes,$5.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Green Beans,$3.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",6'' Red Poinsettia,$8.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
","Bag of Cortland Apples, Cortland",$3.52 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Mini Organic Carrots,$2.49 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Washed Red Potatoes,$5.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Washed Russet Potatoes,$5.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Bag of Carrots,$1.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
",Jumbo Cantaloupe,$3.99 ea.,"
Valid until Dec 6, 2023
",Fruits & Vegetables,Metro
"
","Lean Ground Beef, Value Pack",$10.56 g,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Boneless Trimmed Chicken Breasts, Value Pack",$17.61 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Lean Ground Beef,$4.95 g,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Boneless Chicken Thighs, Value Pack",$17.61 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Selection
                    ",Frozen Beef for Fondue,$7.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Lean Ground Pork,$4.95 g,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Bourguignon Beef Cubes, Value Pack",$15.41 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Lafleur
                    ",Original Wieners,$5.49 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Lean Ground Pork, Value Pack",$9.68 g,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","French Steaks, Value Pack",$15.41 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Boneless Cross Rib Roast,$22.02 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Boneless Stewing Beef Cubes, Value Pack",$17.84 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Chicken Drumsticks, Value Pack",$9.23 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",French Beef Steak,$5.70 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Boneless Stewing Beef Cubes,$12.72 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Bone-in Center-Cut Pork Loin Roast,$8.24 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Boneless Skinless Chicken Thighs,$11.40 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Mère Michel
                    ",Naturally Smoked Bacon,$6.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Boneless Center-Cut Pork Chops,$5.23 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Hygrade
                    ",Smoked Cocktail Wieners,3 /$8.00,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Boneless Rib End Pork Loin Roast,$5.27 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Pepper Steak,$5.70 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Irresistibles
                    ","Half-Moon Smoked Ham, Artisan",$21.13 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Bourguignon Beef Cubes,$12.67 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Pepper Steaks, Value Pack",$15.41 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Boneless Half Pork Rib End Loin,$15.16 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Selection
                    ",Frozen Chicken for Fondue,$7.49 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        La Fernandière
                    ",Mild Italian Sausages,$3.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Inside Round Sandwich Steaks, Value Pack",$8.81 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Inside Round Sandwich Steaks,$5.45 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Fondue Beef Cubes,$8.87 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Selection
                    ",Frozen Pork for Fondue,$7.49 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Boneless Pork Chops, Center Cut, Brown & Serve",$8.48 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Chicken Drumsticks,$5.25 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Chicken Cutlets,$5.20 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Lafleur
                    ","Old Fashioned Smoked Ham, P'tit Caprice",$12.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Beef Skewer Cubes,$8.23 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        La Fernandière
                    ",Hot Italian Sausages,$3.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Inside Round Steak,$6.33 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        La Fernandière
                    ",Bacon and Cheddar Sausages,$3.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        La Fernandière
                    ",Merguez Sausages,$3.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Butterfly Pork Chops,$4.40 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        La Fernandière
                    ",Old Fashioned Pork and Beef Sausages,$3.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        La Fernandière
                    ",Maple Syrup and Black Pepper Sausages,$3.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Lafleur
                    ","Black Forest Smoked Ham, P'tit Caprice",$12.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Skin-On Chicken Thighs with Back, Value Pack",$9.61 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Lafleur
                    ",Original Light Wieners,$5.49 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Chicken Breast Fondue Cubes,$8.79 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Lafleur
                    ",Jumbo Original Wieners,$5.49 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Steak Spice Seasoned Inside Round Steak,$5.70 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        La Fernandière
                    ",Cheddar and Apple Sausages,$3.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Gaspésien
                    ",Brine Pork Roll,$9.91 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        La Fernandière
                    ",Bacon and Maple Cocktail Sausages,$3.99 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        metrogo!
                    ","Vegetables, Cheese and Ham Stuffed Beef Pinwheels, V...",$15.86 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Trimmed Boneless Pork Chops, Center Cut",$7.32 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        Lafleur
                    ",Bar-B-Q Wieners,$5.49 ea.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
                        metrogo!
                    ",Traditionally Smoked Boneless Pork Loin Slices,$4.62 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","Trimmed Boneless Pork Chops, Center Cut, Value Pack",$9.25 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
","French Beef Steaks, Brown and Serve",$8.26 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
"
",Skinless Chicken Drumsticks,$6.41 avg.,"
Valid until Dec 6, 2023
",Meat & Poultry,Metro
